Player,GameAdj,Game,Injury Type,Position,Season,Team
"Larionov, Igor",159,77,Triceps,F,2001/02,Detroit
"Larsen, Brad",159,77,Back,F,2001/02,Colorado
"Lidström, Nicklas",159,77,Groin,D,2001/02,Detroit
"Manderville, Kent",159,77,Ankle,F,2001/02,Pittsburgh
"Melichar, Josef",159,77,Shoulder,D,2001/02,Pittsburgh
"Mironov, Boris",159,77,Shoulder,D,2001/02,Chicago
"Moran, Ian",159,77,Hip,D,2001/02,Pittsburgh
"Sanderson, Geoff",159,77,Concussion,F,2001/02,Columbus
"Sutton, Andy",159,77,Concussion,D,2001/02,Atlanta
"White, Colin",159,77,Neck,D,2001/02,New Jersey
"Bombardir, Brad",160,78,Neck,D,2001/02,Minnesota
"Desjardins, Éric",160,78,Back,D,2001/02,Philadelphia
"Hartigan, Mark",160,78,Hamstring,F,2001/02,Atlanta
"Johnson, Brent",160,78,Hip,G,2001/02,St. Louis
"Kalinin, Dmitri",160,78,Hamstring,D,2001/02,Buffalo
"Rozsíval, Michal",160,78,Knee,D,2001/02,Pittsburgh
"Valk, Garry",160,78,Upper body,F,2001/02,Toronto
"Wesley, Glen",160,78,Shoulder,D,2001/02,Carolina
"Wiemer, Jason",160,78,Head,F,2001/02,Florida
"Carney, Keith",161,79,Hip,D,2001/02,Anaheim
"Dopita, Jiří",161,79,Knee,F,2001/02,Philadelphia
"Gill, Hal",161,79,Foot,D,2001/02,Boston
"Kovalev, Alexei",161,79,Fatigue,F,2001/02,Pittsburgh
"Langdon, Darren",161,79,Shoulder,F,2001/02,Carolina
"Marchment, Bryan",161,79,Back,D,2001/02,San Jose
"McAllister, Chris",161,79,Wrist,D,2001/02,Philadelphia
"Richer, Stéphane",161,79,Foot,F,2001/02,New Jersey
"Sekeráš, Ľubomír",161,79,Flu,D,2001/02,Minnesota
"Shields, Steve",161,79,Facial,G,2001/02,Anaheim
"Yashin, Alexei",161,79,Groin,F,2001/02,NY Islanders
"DiMaio, Rob",162,80,Neck,F,2001/02,Dallas
"Donovan, Shean",162,80,Elbow,F,2001/02,Pittsburgh
"Dunham, Mike",162,80,Neck,G,2001/02,Nashville
"Legace, Manny",162,80,Knee,G,2001/02,Detroit
"Redden, Wade",162,80,Flu,D,2001/02,Ottawa
"Shanahan, Brendan",162,80,Wrist,F,2001/02,Detroit
"Vokoun, Tomáš",162,80,Back,G,2001/02,Nashville
"Arnott, Jason",163,81,Groin,F,2001/02,Dallas
"Avery, Sean",163,81,Ankle,F,2001/02,Detroit
"Bradley, Matt",163,81,Hand,F,2001/02,San Jose
"Dagenais, Pierre",163,81,Ankle,F,2001/02,Florida
"Fernandez, Manny",163,81,Ankle,G,2001/02,Minnesota
"Gavey, Aaron",163,81,Foot,F,2001/02,Minnesota
"Hartnell, Scott",163,81,Concussion,F,2001/02,Nashville
"Hill, Sean",163,81,Back,D,2001/02,Carolina
"Kölzig, Olaf",163,81,Knee,G,2001/02,Washington
"McEachern, Shawn",163,81,Groin,F,2001/02,Ottawa
"Reichel, Robert",163,81,Leg,F,2001/02,Toronto
"Renberg, Mikael",163,81,Hamstring,F,2001/02,Toronto
"Rhéaume, Pascal",163,81,Pneumonia,F,2001/02,Atlanta
"Savage, Brian",163,81,Hip,F,2001/02,Phoenix
"Smith, Mark",163,81,Flu,F,2001/02,San Jose
"St. Louis, Martin",163,81,Concussion,F,2001/02,Tampa Bay
"Thornton, Scott",163,81,Jaw,F,2001/02,San Jose
"Berenzweig, Bubba",164,82,Hip,D,2001/02,Nashville
"Dineen, Kevin",164,82,Ribs,F,2001/02,Columbus
"Esche, Robert",164,82,Hamstring,G,2001/02,Phoenix
"Foote, Adam",164,82,Groin,D,2001/02,Colorado
"Gagné, Simon",164,82,Illness,F,2001/02,Philadelphia
"Jönsson, Kenny",164,82,Quadriceps,D,2001/02,NY Islanders
"Kovalev, Alexei",164,82,Hip,F,2001/02,Pittsburgh
"Afinogenov, Maxim",165,1,Concussion,F,2002/03,Buffalo
"Berehowsky, Drake",165,1,Knee,D,2002/03,Phoenix
"Berube, Craig",165,1,Back,F,2002/03,Calgary
"Bure, Pavel",165,1,Flu,F,2002/03,NY Rangers
"Dazé, Éric",165,1,Back,F,2002/03,Chicago
"Devereaux, Boyd",165,1,Thumb,F,2002/03,Detroit
"Ference, Andrew",165,1,Groin,D,2002/03,Pittsburgh
"Green, Josh",165,1,Back,F,2002/03,Edmonton
"Hahl, Riku",165,1,Ribs,F,2002/03,Colorado
"Hendrickson, Darby",165,1,Arm,F,2002/03,Minnesota
"Herperger, Chris",165,1,Concussion,F,2002/03,Atlanta
"Hinote, Dan",165,1,Foot,F,2002/03,Colorado
"Holzinger, Brian",165,1,Leg,F,2002/03,Tampa Bay
"Huselius, Kristian",165,1,Knee,F,2002/03,Florida
"Johnson, Brent",165,1,Ankle,G,2002/03,St. Louis
"Karpa, Dave",165,1,Elbow,D,2002/03,NY Rangers
"Kolanos, Krys",165,1,Concussion,F,2002/03,Phoenix
"Kultanen, Jarno",165,1,Back,D,2002/03,Boston
"Leopold, Jordan",165,1,Concussion,D,2002/03,Calgary
"Martínek, Radek",165,1,Ribs,D,2002/03,NY Islanders
"Matteau, Stéphane",165,1,Back,F,2002/03,Florida
"May, Brad",165,1,Shoulder,F,2002/03,Phoenix
"McAmmond, Dean",165,1,Back,F,2002/03,Colorado
"McKay, Randy",165,1,Foot,F,2002/03,Montreal
"Miller, Aaron",165,1,Hernia,D,2002/03,Los Angeles
"Modin, Fredrik",165,1,Groin,F,2002/03,Tampa Bay
"Nash, Tyson",165,1,Foot,F,2002/03,St. Louis
"Neil, Chris",165,1,Leg,F,2002/03,Ottawa
"Peca, Michael",165,1,Knee,F,2002/03,NY Islanders
"Pilon, Rich",165,1,Wrist,"D ""Retired""",2002/03,St. Louis
"Probert, Bob",165,1,Groin,"F ""Retired""",2002/03,Chicago
"Pronger, Chris",165,1,Wrist,D,2002/03,St. Louis
"Ribeiro, Mike",165,1,Collarbone,F,2002/03,Montreal
"Roberts, Gary",165,1,Shoulder,F,2002/03,Toronto
"Roy, André",165,1,Wrist,F,2002/03,Tampa Bay
"Savage, Brian",165,1,Groin,F,2002/03,Phoenix
"Somík, Radovan",165,1,Groin,F,2002/03,Philadelphia
"Souray, Sheldon",165,1,Wrist,D,2002/03,Montreal
"Straka, Martin",165,1,Back,F,2002/03,Pittsburgh
"Tamer, Chris",165,1,Back,D,2002/03,Atlanta
"Thornton, Scott",165,1,Shoulder,F,2002/03,San Jose
"Trnka, Pavel",165,1,Groin,D,2002/03,Anaheim
"Yzerman, Steve",165,1,Knee,F,2002/03,Detroit
"Arnott, Jason",166,2,Ankle,F,2002/03,Dallas
"Belfour, Ed",166,2,Finger,G,2002/03,Toronto
"Corso, Daniel",166,2,Shoulder,F,2002/03,St. Louis
"Hlaváč, Jan",166,2,Knee,F,2002/03,Vancouver
"Krupp, Uwe",166,2,Back,D,2002/03,Atlanta
"Linden, Trevor",166,2,Knee,F,2002/03,Vancouver
"Odgers, Jeff",166,2,Knee,F,2002/03,Atlanta
"Wesley, Glen",166,2,Groin,D,2002/03,Carolina
"Blackburn, Dan",167,3,Finger,G,2002/03,NY Rangers
"Brathwaite, Fred",167,3,Groin,G,2002/03,St. Louis
"Larionov, Igor",167,3,Hip,F,2002/03,Detroit
"Melichar, Josef",167,3,Shoulder,D,2002/03,Pittsburgh
"Mezei, Branislav",167,3,Ankle,D,2002/03,Florida
"Pederson, Denis",167,3,Groin,F,2002/03,Nashville
"Primeau, Keith",167,3,Ankle,F,2002/03,Philadelphia
"Pálffy, Žigmund",167,3,Groin,F,2002/03,Los Angeles
"Simpson, Todd",167,3,Hand,D,2002/03,Phoenix
"Webb, Steve",167,3,Back,F,2002/03,NY Islanders
"Zedník, Richard",167,3,Groin,F,2002/03,Montreal
"Divis, Reinhard",168,4,Groin,G,2002/03,St. Louis
"Gilmour, Doug",168,4,Groin,F,2002/03,Montreal
"Grahame, John",168,4,Shoulder,G,2002/03,Boston
"Johnson, Matt",168,4,Back,F,2002/03,Minnesota
"Kozlov, Viktor",168,4,Ribs,F,2002/03,Florida
"Lintner, Richard",168,4,Knee,D,2002/03,NY Rangers
"McCabe, Bryan",168,4,Hand,D,2002/03,Toronto
"Nash, Rick",168,4,Concussion,F,2002/03,Columbus
"Pirjetä, Lasse",168,4,Shoulder,F,2002/03,Columbus
"Walker, Scott",168,4,Chest,F,2002/03,Nashville
"Belak, Wade",169,5,Facial,F,2002/03,Toronto
"Bonk, Radek",169,5,Chest,F,2002/03,Ottawa
"Dupuis, Pascal",169,5,Leg,F,2002/03,Minnesota
"Hecht, Jochen",169,5,Knee,F,2002/03,Buffalo
"Lapointe, Martin",169,5,Foot,F,2002/03,Boston
"Lecavalier, Vincent",169,5,Knee,F,2002/03,Tampa Bay
"Paul, Jeff",169,5,Ribs,D,2002/03,Colorado
"Rozsíval, Michal",169,5,Groin,D,2002/03,Pittsburgh
"Samsonov, Sergei",169,5,Wrist,F,2002/03,Boston
"Van Ryn, Mike",169,5,Ribs,D,2002/03,St. Louis
"Vašíček, Josef",169,5,Back,F,2002/03,Carolina
"Westlund, Tommy",169,5,Back,F,2002/03,Carolina
"Wright, Jamie",169,5,Flu,F,2002/03,Calgary
"Johnson, Greg",170,6,Concussion,F,2002/03,Nashville
"Pandolfo, Jay",170,6,Groin,F,2002/03,New Jersey
"Robitaille, Randy",170,6,Foot,F,2002/03,Pittsburgh
"Sanford, Curtis",170,6,Ankle,G,2002/03,St. Louis
"Somík, Radovan",170,6,Hip,F,2002/03,Philadelphia
"Wright, Tyler",170,6,Concussion,F,2002/03,Columbus
"Beaudoin, Eric",171,7,Hip,F,2002/03,Florida
"Bykov, Dmitri",171,7,Shoulder,D,2002/03,Detroit
"Kallio, Tomi",171,7,Back,F,2002/03,Atlanta
"Kvasha, Oleg",171,7,Ankle,F,2002/03,NY Islanders
"Muckalt, Bill",171,7,Shoulder,F,2002/03,Minnesota
"Pálffy, Žigmund",171,7,Groin,F,2002/03,Los Angeles
"Vašíček, Josef",171,7,Back,F,2002/03,Carolina
"Burke, Sean",172,8,Ankle,G,2002/03,Phoenix
"Bégin, Steve",172,8,Shoulder,F,2002/03,Calgary
"Fedoruk, Todd",172,8,Thumb,F,2002/03,Philadelphia
"Havlát, Martin",172,8,Groin,F,2002/03,Ottawa
"Murray, Marty",172,8,Groin,F,2002/03,Philadelphia
"Oates, Adam",172,8,Hand,F,2002/03,Anaheim
"Rasmussen, Erik",172,8,Back,F,2002/03,Los Angeles
"Tanabe, David",172,8,Oblique,D,2002/03,Carolina
"Witt, Brendan",172,8,Groin,D,2002/03,Washington
"Zetterberg, Henrik",172,8,Groin,F,2002/03,Detroit
"Guolla, Stephen",173,9,Hamstring,F,2002/03,New Jersey
"Larsen, Brad",173,9,Groin,F,2002/03,Colorado
"Tkachuk, Keith",173,9,Foot,F,2002/03,St. Louis
"Väänänen, Ossi",173,9,Foot,D,2002/03,Phoenix
"Worrell, Peter",173,9,Thumb,F,2002/03,Florida
"Allison, Jason",174,10,Knee,F,2002/03,Los Angeles
"Bombardir, Brad",174,10,Eye,D,2002/03,Minnesota
"Buchberger, Kelly",174,10,Toe,F,2002/03,Phoenix
"Bykov, Dmitri",174,10,Shoulder,D,2002/03,Detroit
"Deadmarsh, Adam",174,10,Knee,F,2002/03,Los Angeles
"Dvořák, Radek",174,10,Knee,F,2002/03,NY Rangers
"Gilchrist, Brent",174,10,Ankle,F,2002/03,Nashville
"Gomez, Scott",174,10,Groin,F,2002/03,New Jersey
"Holmström, Tomas",174,10,Sternum,F,2002/03,Detroit
"Kölzig, Olaf",174,10,Hand,G,2002/03,Washington
"Quintal, Stéphane",174,10,Finger,D,2002/03,Montreal
"Schastlivy, Petr",174,10,Groin,F,2002/03,Ottawa
"Ward, Aaron",174,10,Back,D,2002/03,Carolina
"Yachmenev, Vitali",174,10,Hand,F,2002/03,Nashville
"Brewer, Eric",175,11,Shoulder,D,2002/03,Edmonton
"Cowan, Jeff",175,11,Knee,F,2002/03,Atlanta
"Donovan, Shean",175,11,Knee,F,2002/03,Pittsburgh
"Guolla, Stephen",175,11,Back,F,2002/03,New Jersey
"Holík, Bobby",175,11,Hip,F,2002/03,NY Rangers
"Bartečko, Ľuboš",176,12,Wrist,F,2002/03,Atlanta
"Clymer, Ben",176,12,Ankle,F,2002/03,Tampa Bay
"Finley, Jeff",176,12,Nose,D,2002/03,St. Louis
"Knutsen, Espen",176,12,Abdominal,F,2002/03,Columbus
"Pandolfo, Jay",176,12,Groin,F,2002/03,New Jersey
"Peca, Michael",176,12,Knee,F,2002/03,NY Islanders
"Redden, Wade",176,12,Hip,D,2002/03,Ottawa
"Roy, Patrick",176,12,Hip,G,2002/03,Colorado
"Turek, Roman",176,12,Thumb,G,2002/03,Calgary
"Šatan, Miroslav",176,12,Back,F,2002/03,Buffalo
"Blake, Rob",177,13,Groin,D,2002/03,Colorado
"Bonk, Radek",177,13,Shoulder,F,2002/03,Ottawa
"Chubarov, Artem",177,13,Hip,F,2002/03,Vancouver
"Conroy, Craig",177,13,Foot,F,2002/03,Calgary
"Karpovtsev, Alexander",177,13,Ankle,D,2002/03,Chicago
"Pederson, Denis",177,13,Shoulder,F,2002/03,Nashville
"Tallinder, Henrik",177,13,Shoulder,D,2002/03,Buffalo
"Wright, Jamie",177,13,Neck,F,2002/03,Calgary
"Antropov, Nik",178,14,Knee,F,2002/03,Toronto
"Belanger, Ken",178,14,Concussion,F,2002/03,Los Angeles
"Delmore, Andy",178,14,Shoulder,D,2002/03,Nashville
"Eloranta, Mikko",178,14,Knee,F,2002/03,Los Angeles
"Jönsson, Kenny",178,14,Illness,D,2002/03,NY Islanders
"Laraque, Georges",178,14,Wrist,F,2002/03,Edmonton
"Luongo, Roberto",178,14,Back,G,2002/03,Florida
"Pittis, Domenic",178,14,Concussion,F,2002/03,Nashville
"Sekeráš, Ľubomír",178,14,Shoulder,D,2002/03,Minnesota
"Somík, Radovan",178,14,Groin,F,2002/03,Philadelphia
"Lachance, Scott",179,15,Back,D,2002/03,Columbus
"Timonen, Kimmo",179,15,Ankle,D,2002/03,Nashville
"Vandenbussche, Ryan",179,15,Shoulder,F,2002/03,Chicago
"Witt, Brendan",179,15,Shoulder,D,2002/03,Washington
"Fischer, Jiří",180,16,Knee,D,2002/03,Detroit
"Hull, Jody",180,16,Hand,F,2002/03,Ottawa
"Knuble, Mike",180,16,Concussion,F,2002/03,Boston
"Langenbrunner, Jamie",180,16,Illness,F,2002/03,New Jersey
"Leclerc, Mike",180,16,Elbow,F,2002/03,Anaheim
"Mayers, Jamal",180,16,Knee,F,2002/03,St. Louis
"Peat, Stephen",180,16,Hand,F,2002/03,Washington
"Richter, Mike",180,16,Head,G,2002/03,NY Rangers
"Valk, Garry",180,16,Groin,F,2002/03,Chicago
"Williams, Justin",180,16,Shoulder,F,2002/03,Philadelphia
"Boughner, Bob",181,17,Thumb,D,2002/03,Calgary
"Bradley, Matt",181,17,Groin,F,2002/03,San Jose
"Deadmarsh, Adam",181,17,Concussion,F,2002/03,Los Angeles
"Dopita, Jiří",181,17,Knee,F,2002/03,Edmonton
"Drake, Dallas",181,17,Ankle,F,2002/03,St. Louis
"Hnidy, Shane",181,17,Eye,D,2002/03,Ottawa
"Hyvönen, Hannes",181,17,Foot,F,2002/03,Columbus
"Kapanen, Sami",181,17,Groin,F,2002/03,Carolina
"Marshall, Grant",181,17,Foot,F,2002/03,Columbus
"Nagy, Ladislav",181,17,Infection,F,2002/03,Phoenix
"Numminen, Teppo",181,17,Ankle,D,2002/03,Phoenix
"Rozsíval, Michal",181,17,Shoulder,D,2002/03,Pittsburgh
"Wright, Tyler",181,17,Hand,F,2002/03,Columbus
"Zedník, Richard",181,17,Flu,F,2002/03,Montreal
"Axelsson, P.J.",182,18,Knee,F,2002/03,Boston
"Hodson, Kevin",182,18,Groin,G,2002/03,Tampa Bay
"Lessard, Francis",182,18,Back,F,2002/03,Atlanta
"Matteau, Stéphane",182,18,Flu,F,2002/03,Florida
"Melichar, Josef",182,18,Shoulder,D,2002/03,Pittsburgh
"Modin, Fredrik",182,18,Ribs,F,2002/03,Tampa Bay
"Nedorost, Václav",182,18,Leg,F,2002/03,Colorado
"Richter, Mike",182,18,Concussion,G,2002/03,NY Rangers
"Savage, Brian",182,18,Thumb,F,2002/03,Phoenix
"Smith, Wyatt",182,18,Shoulder,F,2002/03,Nashville
"Timonen, Kimmo",182,18,Ankle,D,2002/03,Nashville
"York, Mike",182,18,Headache,F,2002/03,Edmonton
"Šmehlík, Richard",182,18,Groin,D,2002/03,Atlanta
"Allison, Jamie",183,19,Neck,D,2002/03,Columbus
"Boynton, Nick",183,19,Hand,D,2002/03,Boston
"Chubarov, Artem",183,19,Back,F,2002/03,Vancouver
"Korolev, Igor",183,19,Groin,F,2002/03,Chicago
"Kvasha, Oleg",183,19,Ankle,F,2002/03,NY Islanders
"Leclerc, Mike",183,19,Knee,F,2002/03,Anaheim
"McCauley, Alyn",183,19,Undisclosed,F,2002/03,Toronto
"Mogilny, Alexander",183,19,Neck,F,2002/03,Toronto
"Rachůnek, Karel",183,19,Hip,D,2002/03,Ottawa
"Stümpel, Jozef",183,19,Wrist,F,2002/03,Boston
"Théodore, José",183,19,Hip,G,2002/03,Montreal
"Višňovský, Ľubomír",183,19,Back,D,2002/03,Los Angeles
"Warriner, Todd",183,19,Back,F,2002/03,Vancouver
"Corson, Shayne",184,20,Groin,F,2002/03,Toronto
"Fedotenko, Ruslan",184,20,Shoulder,F,2002/03,Tampa Bay
"McCabe, Bryan",184,20,Foot,D,2002/03,Toronto
"Therien, Chris",184,20,Back,D,2002/03,Philadelphia
"Zhitnik, Alexei",184,20,Foot,D,2002/03,Buffalo
"Bondra, Peter",185,21,Back,F,2002/03,Washington
"Harvey, Todd",185,21,Shoulder,F,2002/03,San Jose
"Lapointe, Claude",185,21,Ankle,F,2002/03,NY Islanders
"Mironov, Boris",185,21,Back,D,2002/03,Chicago
"Mitchell, Willie",185,21,Ribs,D,2002/03,Minnesota
"Nedorost, Václav",185,21,Shoulder,F,2002/03,Colorado
"Reinprecht, Steve",185,21,Shoulder,F,2002/03,Colorado
"Robitaille, Randy",185,21,Ankle,F,2002/03,Pittsburgh
"Schastlivy, Petr",185,21,Groin,F,2002/03,Ottawa
"Tallinder, Henrik",185,21,Shoulder,D,2002/03,Buffalo
"Barrasso, Tom",186,22,Back,G,2002/03,St. Louis
"Donovan, Shean",186,22,Foot,F,2002/03,Pittsburgh
"Drury, Chris",186,22,Finger,F,2002/03,Calgary
"Gagné, Simon",186,22,Abdominal,F,2002/03,Philadelphia
"Laperrière, Ian",186,22,Neck,F,2002/03,Los Angeles
"LeClair, John",186,22,Shoulder,F,2002/03,Philadelphia
"Marshall, Jason",186,22,Eye,D,2002/03,Minnesota
"McCauley, Alyn",186,22,Thumb,F,2002/03,Toronto
"McInnis, Marty",186,22,Knee,F,2002/03,Boston
"Nikolishin, Andrei",186,22,Knee,F,2002/03,Chicago
"Parrish, Mark",186,22,Illness,F,2002/03,NY Islanders
"Pederson, Denis",186,22,Shoulder,F,2002/03,Nashville
"Savard, Marc",186,22,Groin,F,2002/03,Atlanta
"Straka, Martin",186,22,Hamstring,F,2002/03,Pittsburgh
"Višňovský, Ľubomír",186,22,Back,D,2002/03,Los Angeles
"Yushkevich, Dmitry",186,22,Eye,D,2002/03,Los Angeles
"Cullimore, Jassen",187,23,Shoulder,D,2002/03,Tampa Bay
"Johansson, Andreas",187,23,Shoulder,F,2002/03,Nashville
"Jágr, Jaromír",187,23,Groin,F,2002/03,Washington
"Laflamme, Christian",187,23,Back,D,2002/03,St. Louis
"Lemieux, Claude",187,23,Foot,F,2002/03,Phoenix
"McKee, Jay",187,23,Knee,D,2002/03,Buffalo
"Parker, Scott",187,23,Hand,F,2002/03,Colorado
"Tärnström, Dick",187,23,Foot,D,2002/03,Pittsburgh
"Weinhandl, Mattias",187,23,Shoulder,F,2002/03,NY Islanders
"Zubrus, Dainius",187,23,Hand,F,2002/03,Washington
"Alfredsson, Daniel",188,24,Back,F,2002/03,Ottawa
"Chelios, Chris",188,24,Finger,D,2002/03,Detroit
"Dahlén, Ulf",188,24,Facial,F,2002/03,Dallas
"Datsyuk, Pavel",188,24,Knee,F,2002/03,Detroit
"Jönsson, Kenny",188,24,Knee,D,2002/03,NY Islanders
"Leopold, Jordan",188,24,Shoulder,D,2002/03,Calgary
"Salei, Ruslan",188,24,Back,D,2002/03,Anaheim
"Samsonov, Sergei",188,24,Groin,F,2002/03,Boston
"Schaefer, Peter",188,24,Knee,F,2002/03,Ottawa
"Shelley, Jody",188,24,Nose,F,2002/03,Columbus
"Warrener, Rhett",188,24,Abdominal,D,2002/03,Buffalo
"Allison, Jamie",189,25,Hand,D,2002/03,Columbus
"Barrasso, Tom",189,25,Back,G,2002/03,St. Louis
"Desjardins, Éric",189,25,Back,D,2002/03,Philadelphia
"Dunham, Mike",189,25,Groin,G,2002/03,Nashville
"Dvořák, Radek",189,25,Back,F,2002/03,NY Rangers
"Eaton, Mark",189,25,Knee,D,2002/03,Nashville
"Forsberg, Peter",189,25,Groin,F,2002/03,Colorado
"Fortin, Jean-François",189,25,Illness,D,2002/03,Washington
"Grand-Pierre, Jean-Luc",189,25,Knee,D,2002/03,Columbus
"Johnson, Craig",189,25,Flu,F,2002/03,Los Angeles
"Laraque, Georges",189,25,Elbow,F,2002/03,Edmonton
"McLennan, Jamie",189,25,Back,G,2002/03,Calgary
"Nolan, Owen",189,25,Headache,F,2002/03,San Jose
"Weekes, Kevin",189,25,Concussion,G,2002/03,Carolina
"Andreychuk, Dave",190,26,Toe,F,2002/03,Tampa Bay
"Axelsson, P.J.",190,26,Back,F,2002/03,Boston
"Grošek, Michal",190,26,Knee,F,2002/03,Boston
"Kovalev, Alexei",190,26,Triceps,F,2002/03,Pittsburgh
"LaCouture, Dan",190,26,Concussion,F,2002/03,Pittsburgh
"Phillips, Chris",190,26,Knee,D,2002/03,Ottawa
"Rafalski, Brian",190,26,Ribs,D,2002/03,New Jersey
"Salo, Sami",190,26,Groin,D,2002/03,Vancouver
"Schastlivy, Petr",190,26,Groin,F,2002/03,Ottawa
"Schwab, Corey",190,26,Illness,G,2002/03,New Jersey
"Zubrus, Dainius",190,26,Hand,F,2002/03,Washington
"Demitra, Pavol",191,27,Chickenpox,F,2002/03,St. Louis
"Foote, Adam",191,27,Groin,D,2002/03,Colorado
"Hecht, Jochen",191,27,Concussion,F,2002/03,Buffalo
"Höglund, Jonas",191,27,Concussion,F,2002/03,Toronto
"Johansson, Andreas",191,27,Shoulder,F,2002/03,Nashville
"Kaberle, František",191,27,Foot,D,2002/03,Atlanta
"Kapanen, Sami",191,27,Groin,F,2002/03,Carolina
"Legace, Manny",191,27,Knee,G,2002/03,Detroit
"Muller, Kirk",191,27,Ribs,F,2002/03,Dallas
"Salei, Ruslan",191,27,Back,D,2002/03,Anaheim
"Samsonov, Sergei",191,27,Wrist,F,2002/03,Boston
"Straka, Martin",191,27,Ankle,F,2002/03,Pittsburgh
"Armstrong, Derek",192,28,Groin,F,2002/03,Los Angeles
"Corson, Shayne",192,28,Groin,F,2002/03,Toronto
"Drake, Dallas",192,28,Illness,F,2002/03,St. Louis
"Dumont, J.P.",192,28,Flu,F,2002/03,Buffalo
"Finley, Jeff",192,28,Illness,D,2002/03,St. Louis
"Gionta, Brian",192,28,Ankle,F,2002/03,New Jersey
"Holmström, Tomas",192,28,Illness,F,2002/03,Detroit
"Iginla, Jarome",192,28,Groin,F,2002/03,Calgary
"Kasparaitis, Darius",192,28,Back,D,2002/03,NY Rangers
"Kölzig, Olaf",192,28,Groin,G,2002/03,Washington
"Laflamme, Christian",192,28,Illness,D,2002/03,St. Louis
"Larionov, Igor",192,28,Illness,F,2002/03,Detroit
"Mellanby, Scott",192,28,Illness,F,2002/03,St. Louis
"Morozov, Aleksey",192,28,Wrist,F,2002/03,Pittsburgh
"Papineau, Justin",192,28,Illness,F,2002/03,St. Louis
"Patrick, James",192,28,Back,D,2002/03,Buffalo
"Pratt, Nolan",192,28,Facial,D,2002/03,Tampa Bay
"Sillinger, Mike",192,28,Shoulder,F,2002/03,Columbus
"Worrell, Peter",192,28,Groin,F,2002/03,Florida
"Arvedson, Magnus",193,29,Knee,F,2002/03,Ottawa
"Hamrlík, Roman",193,29,Shoulder,D,2002/03,NY Islanders
"Heatley, Dany",193,29,Groin,F,2002/03,Atlanta
"Hurme, Jani",193,29,Knee,G,2002/03,Florida
"Kvasha, Oleg",193,29,Ankle,F,2002/03,NY Islanders
"Labbé, Jean-François",193,29,Concussion,G,2002/03,Columbus
"Larsen, Brad",193,29,Back,F,2002/03,Colorado
"Laukkanen, Janne",193,29,Hip,D,2002/03,Pittsburgh
"Leetch, Brian",193,29,Ankle,D,2002/03,NY Rangers
"MacInnis, Al",193,29,Flu,D,2002/03,St. Louis
"Marshall, Jason",193,29,Concussion,D,2002/03,Minnesota
"Miller, Aaron",193,29,Foot,D,2002/03,Los Angeles
"Moreau, Ethan",193,29,Flu,F,2002/03,Edmonton
"Nash, Rick",193,29,Tailbone,F,2002/03,Columbus
"Niedermayer, Rob",193,29,Knee,F,2002/03,Calgary
"Quint, Deron",193,29,Knee,D,2002/03,Phoenix
"Šmehlík, Richard",193,29,Shoulder,D,2002/03,Atlanta
"Barnaby, Matthew",194,30,Knee,F,2002/03,NY Rangers
"Beech, Kris",194,30,Appendicitis,F,2002/03,Pittsburgh
"Brendl, Pavel",194,30,Charley horse,F,2002/03,Philadelphia
"Bure, Valeri",194,30,Wrist,F,2002/03,Florida
"Dahlén, Ulf",194,30,Ankle,F,2002/03,Dallas
"Dandenault, Mathieu",194,30,Head,D,2002/03,Detroit
"Daniels, Jeff",194,30,Knee,F,2002/03,Carolina
"Ference, Brad",194,30,Shoulder,D,2002/03,Florida
"Fisher, Mike",194,30,Flu,F,2002/03,Ottawa
"Fitzpatrick, Rory",194,30,Concussion,D,2002/03,Buffalo
"Forsberg, Peter",194,30,Concussion,F,2002/03,Colorado
"Grošek, Michal",194,30,Undisclosed,F,2002/03,Boston
"Heinze, Steve",194,30,Concussion,F,2002/03,Los Angeles
"Kubina, Pavel",194,30,Foot,D,2002/03,Tampa Bay
"Rasmussen, Erik",194,30,Back,F,2002/03,Los Angeles
"Sakic, Joe",194,30,Ankle,F,2002/03,Colorado
"Thornton, Scott",194,30,Back,F,2002/03,San Jose
"Zyuzin, Andrei",194,30,Flu,D,2002/03,Minnesota
"Bure, Pavel",195,31,Knee,F,2002/03,NY Rangers
"Deadmarsh, Adam",195,31,Concussion,F,2002/03,Los Angeles
"DiMaio, Rob",195,31,Back,F,2002/03,Dallas
"Dowd, Jim",195,31,Flu,F,2002/03,Minnesota
"Leschyshyn, Curtis",195,31,Knee,D,2002/03,Ottawa
"Malík, Marek",195,31,Facial,D,2002/03,Vancouver
"Matteau, Stéphane",195,31,Hip,F,2002/03,Florida
"Mitchell, Willie",195,31,Concussion,D,2002/03,Minnesota
"Schastlivy, Petr",195,31,Groin,F,2002/03,Ottawa
"Sedin, Henrik",195,31,Shoulder,F,2002/03,Vancouver
"Stillman, Cory",195,31,Knee,F,2002/03,St. Louis
"Öhlund, Mattias",195,31,Knee,D,2002/03,Vancouver
"Bates, Shawn",196,32,Groin,F,2002/03,NY Islanders
"Gáborík, Marián",196,32,Flu,F,2002/03,Minnesota
"Hedican, Bret",196,32,Neck,D,2002/03,Carolina
"Laflamme, Christian",196,32,Knee,D,2002/03,St. Louis
"Linden, Trevor",196,32,Eye,F,2002/03,Vancouver
"McKee, Jay",196,32,Charley horse,D,2002/03,Buffalo
